"2:5,0.48","7:7,0.39","12:9,0.75","20:4,0.68","24:4,0.87","29:1,0.67","36:7,0.47","38:1,0.64","42:7,0.84","45:4,0.58","56:1,0.63","63:6,0.56","67:4,0.85","70:8,0.42","77:6,0.54","88:5,0.61","90:6,0.49","94:2,0.73","97:8,0.78","100:9,0.68","114:3,0.72","120:4,0.61","128:9,0.72"
"2:6,0.53","7:7,0.66","12:9,0.64","20:7,0.59","24:8,0.37","29:7,0.59","36:8,0.49","38:8,0.5","42:1,0.45","45:6,0.35","56:3,0.5","63:1,0.62","67:2,0.39","70:1,0.83","77:4,0.45","86:4,0.66","90:4,0.43","94:7,0.79","97:6,0.5","100:8,0.83","114:3,0.39","120:6,0.7","123:1,0.46"
"2:5,0.56","7:3,0.36","12:9,0.88","20:6,0.45","24:3,0.48","29:2,0.66","36:1,0.32","38:9,0.35","42:8,0.9","45:9,0.67","56:5,0.41","63:2,0.35","67:1,0.79","70:5,0.46","77:7,0.65","86:1,0.5","90:3,0.42","94:3,0.82","97:4,0.4","100:4,0.43","114:2,0.88","120:7,0.62","125:4,0.57"
"2:5,0.87","7:4,0.79","12:5,0.32","20:9,0.79","24:9,0.71","29:3,0.86","36:3,0.73","38:8,0.7","42:1,0.55","45:3,0.37","56:8,0.41","63:3,0.32","67:4,0.78","70:7,0.81","77:5,0.5","86:4,0.54","90:5,0.61","94:9,0.54","97:7,0.44","100:1,0.52","114:6,0.46","120:1,0.83","128:4,0.45"
"2:4,0.81","7:2,0.41","12:4,0.82","20:6,0.39","24:8,0.31","29:9,0.35","36:2,0.68","38:2,0.83","42:6,0.66","45:6,0.4","56:6,0.86","63:9,0.36","66:7,0.83","71:1,0.69","79:5,0.61","88:3,0.68","90:7,0.64","94:6,0.43","97:1,0.68","100:2,0.62","114:1,0.89","120:4,0.45","123:1,0.87"
"2:1,0.5","7:6,0.37","12:9,0.89","20:6,0.61","24:9,0.35","29:2,0.59","36:6,0.82","38:9,0.33","42:3,0.74","45:5,0.8","56:9,0.43","63:7,0.75","66:9,0.67","71:7,0.38","79:5,0.74","88:4,0.3","90:5,0.33","94:5,0.78","97:4,0.6","100:7,0.53","114:6,0.53","120:9,0.32","125:9,0.41"
"2:2,0.64","7:4,0.6","12:6,0.57","20:3,0.41","24:2,0.68","29:4,0.59","36:5,0.53","38:9,0.52","42:7,0.87","45:9,0.76","56:1,0.67","63:7,0.34","66:1,0.8","71:7,0.51","79:9,0.32","88:2,0.56","90:1,0.62","94:4,0.73","97:7,0.41","100:7,0.77","114:8,0.43","120:2,0.45","128:1,0.61"
"2:4,0.47","7:3,0.75","12:4,0.66","20:6,0.58","24:1,0.82","29:9,0.67","36:5,0.39","38:5,0.57","42:5,0.81","45:2,0.61","56:2,0.4","63:1,0.69","66:7,0.35","71:4,0.46","79:2,0.83","86:6,0.77","90:2,0.47","94:5,0.66","97:2,0.39","100:2,0.52","114:4,0.34","120:7,0.4","123:6,0.67"
"2:9,0.79","7:1,0.85","12:2,0.73","20:4,0.49","24:3,0.35","29:2,0.34","36:7,0.5","38:4,0.56","42:2,0.73","45:6,0.32","56:6,0.4","63:2,0.57","66:9,0.38","71:2,0.6","79:9,0.48","86:1,0.77","90:6,0.47","94:7,0.8","97:8,0.67","100:9,0.82","114:1,0.58","120:7,0.81","125:6,0.4"
"2:9,0.35","7:8,0.51","12:6,0.4","20:6,0.45","24:6,0.66","29:6,0.4","36:2,0.8","38:8,0.72","42:2,0.67","45:2,0.69","56:7,0.69","63:4,0.55","66:8,0.48","71:3,0.63","79:9,0.32","86:9,0.3","90:2,0.52","94:9,0.74","97:2,0.41","100:3,0.83","114:1,0.6","120:8,0.88","128:9,0.51"
"2:3,0.32","7:8,0.42","12:3,0.82","20:4,0.47","24:9,0.7","29:3,0.83","36:6,0.82","38:4,0.76","42:5,0.58","45:6,0.34","56:9,0.8","63:1,0.69","66:2,0.63","71:7,0.67","77:7,0.65","88:6,0.4","90:3,0.41","94:1,0.59","97:6,0.34","100:8,0.77","114:3,0.68","120:2,0.5","123:2,0.86"
"2:8,0.34","7:6,0.79","12:3,0.66","20:3,0.83","24:7,0.74","29:8,0.58","36:1,0.3","38:2,0.87","42:7,0.77","45:3,0.33","56:5,0.42","63:7,0.56","66:2,0.53","71:3,0.55","77:7,0.66","88:6,0.61","90:7,0.73","94:3,0.37","97:8,0.57","100:5,0.75","114:5,0.61","120:2,0.71","125:7,0.7"
"2:7,0.54","7:6,0.87","12:9,0.61","20:8,0.88","24:2,0.72","29:3,0.72","36:4,0.87","38:5,0.72","42:1,0.52","45:7,0.48","56:7,0.88","63:9,0.84","66:4,0.57","71:1,0.46","77:6,0.35","88:2,0.88","90:1,0.7","94:2,0.76","97:5,0.44","100:8,0.41","114:4,0.59","120:6,0.44","128:9,0.35"
"2:7,0.57","7:7,0.64","12:5,0.33","20:5,0.87","24:4,0.73","29:7,0.49","36:1,0.69","38:8,0.55","42:2,0.33","45:4,0.59","56:4,0.45","63:4,0.46","66:4,0.63","71:6,0.71","77:1,0.5","86:7,0.78","90:5,0.76","94:7,0.44","97:6,0.69","100:5,0.45","114:3,0.72","120:3,0.51","123:3,0.85"
"2:7,0.44","7:1,0.77","12:2,0.36","20:3,0.67","24:7,0.72","29:6,0.85","36:8,0.47","38:5,0.9","42:1,0.62","45:9,0.55","56:3,0.44","63:3,0.43","66:8,0.44","71:8,0.55","77:7,0.53","86:4,0.44","90:7,0.87","94:2,0.71","97:2,0.84","100:8,0.44","114:1,0.81","120:4,0.63","125:8,0.87"
"2:1,0.38","7:5,0.48","12:7,0.43","20:5,0.51","24:6,0.67","29:7,0.46","36:9,0.34","38:1,0.56","42:4,0.46","45:4,0.42","56:4,0.58","63:8,0.5","66:5,0.45","71:2,0.5","77:7,0.74","86:7,0.5","90:3,0.4","94:6,0.66","97:3,0.73","100:7,0.75","114:1,0.58","120:1,0.84","128:9,0.57"
"2:9,0.8","7:9,0.63","12:1,0.84","20:5,0.51","24:1,0.65","29:7,0.51","36:2,0.39","38:6,0.69","42:7,0.78","45:1,0.31","56:9,0.38","63:4,0.62","66:5,0.57","70:5,0.35","79:3,0.8","88:9,0.38","90:8,0.62","94:2,0.69","97:7,0.57","100:1,0.52","114:4,0.76","120:8,0.33","123:2,0.35"
"2:3,0.77","7:4,0.83","12:8,0.34","20:9,0.7","24:6,0.44","29:2,0.43","36:1,0.86","38:6,0.58","42:2,0.42","45:2,0.33","56:9,0.56","63:2,0.61","66:4,0.9","70:7,0.8","79:3,0.46","88:1,0.62","90:1,0.31","94:2,0.5","97:7,0.77","100:7,0.55","114:5,0.69","120:8,0.74","125:4,0.79"
"2:2,0.31","7:9,0.89","12:7,0.79","20:9,0.56","24:4,0.7","29:4,0.69","36:8,0.69","38:2,0.69","42:3,0.8","45:5,0.62","56:2,0.35","63:7,0.55","66:3,0.54","70:9,0.62","79:7,0.54","88:9,0.63","90:4,0.88","94:2,0.47","97:2,0.61","100:5,0.61","114:5,0.68","120:4,0.31","128:8,0.4"
"2:3,0.49","7:1,0.77","12:2,0.89","20:4,0.55","24:5,0.63","29:7,0.74","36:1,0.39","38:4,0.37","42:7,0.79","45:6,0.59","56:6,0.49","63:6,0.86","66:4,0.76","70:2,0.75","79:7,0.8","86:6,0.45","90:3,0.5","94:1,0.59","97:1,0.66","100:6,0.52","114:8,0.82","120:2,0.61","123:1,0.65"
"2:6,0.37","7:4,0.51","12:9,0.41","20:3,0.5","24:7,0.55","29:4,0.58","36:8,0.44","38:7,0.84","42:8,0.8","45:7,0.89","56:4,0.43","63:4,0.75","66:2,0.51","70:4,0.61","79:6,0.38","86:8,0.85","90:5,0.63","94:6,0.5","97:6,0.46","100:9,0.48","114:9,0.82","120:4,0.61","125:2,0.37"
"2:7,0.34","7:7,0.52","12:7,0.39","20:8,0.73","24:3,0.47","29:8,0.77","36:6,0.33","38:2,0.4","42:9,0.71","45:6,0.85","56:8,0.73","63:3,0.75","66:6,0.49","70:2,0.74","79:9,0.61","86:2,0.38","90:2,0.54","94:6,0.54","97:5,0.43","100:5,0.66","114:4,0.59","120:2,0.69","128:6,0.33"
"2:3,0.67","7:1,0.64","12:2,0.75","20:7,0.84","24:8,0.68","29:1,0.79","36:5,0.52","38:4,0.85","42:3,0.51","45:8,0.54","56:9,0.47","63:9,0.83","66:3,0.38","70:8,0.73","77:9,0.33","88:4,0.53","90:2,0.88","94:4,0.46","97:5,0.49","100:5,0.73","114:6,0.57","120:3,0.61","123:4,0.33"
"2:2,0.55","7:3,0.49","12:6,0.35","20:2,0.57","24:3,0.86","29:3,0.31","36:1,0.81","38:2,0.82","42:3,0.42","45:4,0.49","56:9,0.46","63:6,0.75","66:5,0.65","70:2,0.7","77:8,0.35","88:4,0.51","90:6,0.33","94:9,0.59","97:4,0.71","100:1,0.41","114:4,0.65","120:8,0.81","125:2,0.63"
"2:2,0.83","7:6,0.89","12:5,0.85","20:2,0.76","24:1,0.49","29:4,0.88","36:5,0.89","38:3,0.54","42:5,0.82","45:8,0.49","56:7,0.41","63:2,0.63","66:2,0.87","70:4,0.39","77:5,0.68","88:5,0.9","90:3,0.32","94:7,0.38","97:2,0.33","100:2,0.79","114:4,0.75","120:8,0.39","128:5,0.77"
"2:7,0.68","7:3,0.59","12:8,0.5","20:4,0.89","24:4,0.79","29:6,0.63","36:1,0.6","38:5,0.75","42:5,0.32","45:7,0.84","56:5,0.81","63:2,0.68","66:5,0.4","70:1,0.63","77:8,0.55","86:4,0.85","90:2,0.38","94:5,0.65","97:2,0.84","100:9,0.67","114:8,0.72","120:1,0.83","123:7,0.46"
"2:7,0.76","7:4,0.68","12:9,0.9","20:6,0.52","24:7,0.73","29:3,0.73","36:3,0.44","38:8,0.59","42:9,0.48","45:4,0.48","56:2,0.7","63:5,0.69","66:8,0.83","70:9,0.72","77:8,0.88","86:5,0.69","90:2,0.6","94:5,0.79","97:6,0.58","100:4,0.86","114:9,0.63","120:2,0.44","125:2,0.79"
"2:5,0.68","7:8,0.56","12:3,0.33","20:8,0.7","24:7,0.86","29:8,0.4","36:6,0.48","38:1,0.57","42:4,0.88","45:7,0.88","56:9,0.66","63:5,0.36","66:7,0.65","70:4,0.33","77:2,0.72","86:9,0.3","90:7,0.77","94:5,0.83","97:4,0.53","100:1,0.44","114:1,0.85","120:4,0.47","128:7,0.76"
"2:5,0.79","7:3,0.76","12:6,0.48","20:9,0.72","24:1,0.41","28:3,0.53","36:1,0.46","38:3,0.61","42:4,0.52","45:2,0.77","56:6,0.33","63:6,0.64","67:3,0.72","71:2,0.58","79:7,0.84","88:4,0.87","90:8,0.88","94:7,0.69","97:6,0.54","100:7,0.83","114:9,0.48","120:3,0.38","123:3,0.66"
"2:2,0.33","7:7,0.82","12:9,0.77","20:9,0.89","24:5,0.55","28:4,0.89","36:6,0.6","38:4,0.65","42:1,0.46","45:8,0.46","56:6,0.74","63:3,0.85","67:4,0.54","71:8,0.31","79:3,0.77","88:4,0.7","90:4,0.87","94:7,0.49","97:6,0.77","100:3,0.65","114:7,0.54","120:6,0.43","125:5,0.37"
"2:8,0.84","7:9,0.46","12:7,0.37","20:6,0.51","24:1,0.87","28:7,0.48","36:3,0.88","38:4,0.65","42:4,0.42","45:3,0.68","56:2,0.62","63:4,0.3","67:4,0.66","71:4,0.75","79:7,0.48","88:1,0.37","90:7,0.47","94:4,0.87","97:9,0.73","100:6,0.87","114:1,0.61","120:7,0.36","128:5,0.76"
"2:2,0.84","7:1,0.61","12:1,0.49","20:8,0.5","24:2,0.8","28:9,0.81","36:8,0.79","38:7,0.71","42:8,0.51","45:1,0.72","56:4,0.86","63:2,0.88","67:2,0.36","71:5,0.84","79:8,0.58","86:2,0.36","90:6,0.47","94:9,0.66","97:6,0.56","100:2,0.74","114:6,0.84","120:5,0.52","123:2,0.38"
"2:9,0.89","7:9,0.66","12:4,0.52","20:7,0.57","24:5,0.41","28:2,0.46","36:4,0.63","38:7,0.39","42:9,0.47","45:6,0.37","56:6,0.34","63:6,0.73","67:5,0.69","71:5,0.78","79:5,0.76","86:1,0.7","90:1,0.7","94:5,0.65","97:9,0.37","100:9,0.85","114:8,0.75","120:7,0.73","125:9,0.51"
"2:9,0.65","7:8,0.57","12:1,0.52","20:9,0.72","24:5,0.61","28:2,0.84","36:4,0.82","38:2,0.63","42:5,0.66","45:5,0.31","56:3,0.8","63:7,0.66","67:9,0.81","71:8,0.35","79:3,0.61","86:9,0.57","90:2,0.44","94:9,0.81","97:1,0.83","100:7,0.41","114:1,0.42","120:2,0.71","128:8,0.63"
"2:1,0.65","7:1,0.39","12:7,0.74","20:6,0.84","24:6,0.69","28:5,0.48","36:4,0.34","38:5,0.65","42:6,0.52","45:5,0.73","56:1,0.63","63:5,0.87","67:7,0.64","71:7,0.56","77:6,0.43","88:8,0.35","90:3,0.69","94:7,0.3","97:4,0.89","100:6,0.73","114:1,0.66","120:2,0.51","123:2,0.42"
"2:7,0.85","7:1,0.4","12:7,0.6","20:2,0.84","24:6,0.51","28:2,0.43","36:5,0.61","38:9,0.84","42:8,0.6","45:1,0.68","56:8,0.75","63:3,0.45","67:5,0.81","71:1,0.37","77:1,0.45","88:7,0.75","90:1,0.82","94:2,0.46","97:9,0.72","100:7,0.37","114:2,0.37","120:4,0.32","125:1,0.71"
"2:8,0.35","7:2,0.69","12:9,0.85","20:1,0.58","24:6,0.79","28:6,0.56","36:7,0.8","38:2,0.58","42:7,0.89","45:6,0.48","56:4,0.85","63:6,0.39","67:6,0.89","71:6,0.7","77:7,0.34","88:3,0.78","90:4,0.5","94:5,0.63","97:5,0.59","100:2,0.82","114:3,0.66","120:4,0.7","128:3,0.7"
"2:9,0.71","7:8,0.65","12:2,0.83","20:9,0.69","24:1,0.67","28:9,0.6","36:9,0.85","38:5,0.31","42:3,0.82","45:7,0.33","56:7,0.39","63:9,0.8","67:4,0.82","71:3,0.88","77:7,0.85","86:4,0.68","90:5,0.62","94:8,0.47","97:3,0.89","100:6,0.42","114:3,0.38","120:6,0.87","123:1,0.63"
"2:3,0.53","7:3,0.84","12:6,0.81","20:9,0.83","24:6,0.65","28:5,0.63","36:7,0.77","38:6,0.71","42:4,0.34","45:9,0.56","56:2,0.7","63:8,0.67","67:3,0.75","71:4,0.44","77:6,0.77","86:2,0.51","90:3,0.77","94:1,0.36","97:5,0.84","100:5,0.82","114:3,0.39","120:2,0.81","125:5,0.83"
"2:4,0.48","7:4,0.88","12:2,0.81","20:3,0.53","24:9,0.69","28:9,0.45","36:7,0.57","38:3,0.71","42:6,0.75","45:6,0.66","56:5,0.4","63:5,0.83","67:4,0.35","71:5,0.39","77:5,0.42","86:4,0.33","90:7,0.48","94:8,0.32","97:8,0.34","100:9,0.56","114:5,0.37","120:1,0.32","128:4,0.46"
"2:9,0.86","7:9,0.46","12:7,0.84","20:5,0.54","24:5,0.49","28:3,0.86","36:6,0.33","38:6,0.7","42:4,0.37","45:7,0.45","56:2,0.34","63:9,0.35","67:2,0.43","70:2,0.85","79:8,0.4","88:4,0.64","90:9,0.78","94:9,0.66","97:5,0.37","100:4,0.32","114:4,0.54","120:2,0.36","123:6,0.6"
"2:5,0.46","7:4,0.34","12:9,0.41","20:9,0.47","24:4,0.46","28:5,0.89","36:8,0.54","38:9,0.85","42:8,0.77","45:7,0.36","56:4,0.83","63:2,0.31","67:7,0.56","70:4,0.83","79:4,0.45","88:9,0.36","90:2,0.67","94:6,0.72","97:5,0.9","100:7,0.86","114:1,0.71","120:5,0.86","125:1,0.87"
"2:9,0.31","7:1,0.56","12:5,0.68","20:6,0.57","24:6,0.61","28:7,0.75","36:6,0.9","38:2,0.39","42:5,0.6","45:9,0.75","56:7,0.51","63:7,0.64","67:9,0.39","70:8,0.54","79:9,0.68","88:2,0.61","90:4,0.76","94:2,0.71","97:4,0.42","100:3,0.63","114:4,0.39","120:9,0.3","128:7,0.53"
"2:9,0.52","7:3,0.46","12:5,0.68","20:9,0.73","24:3,0.86","28:7,0.46","36:2,0.7","38:3,0.89","42:4,0.3","45:2,0.3","56:1,0.47","63:7,0.82","67:9,0.69","70:8,0.76","79:6,0.73","86:3,0.31","90:5,0.83","94:2,0.57","97:1,0.78","100:1,0.59","114:7,0.46","120:1,0.36","123:8,0.89"
"2:9,0.44","7:9,0.55","12:1,0.72","20:2,0.63","24:5,0.82","28:3,0.39","36:1,0.34","38:9,0.53","42:5,0.51","45:9,0.62","56:1,0.8","63:2,0.36","67:6,0.81","70:4,0.32","79:6,0.8","86:1,0.51","90:9,0.71","94:4,0.57","97:3,0.89","100:4,0.37","114:7,0.55","120:2,0.41","125:3,0.89"
"2:9,0.31","7:5,0.58","12:7,0.84","20:9,0.53","24:2,0.86","28:6,0.57","36:1,0.84","38:7,0.59","42:8,0.39","45:6,0.88","56:4,0.63","63:5,0.78","67:6,0.77","70:2,0.75","79:6,0.86","86:1,0.52","90:6,0.61","94:2,0.5","97:3,0.34","100:2,0.55","114:5,0.48","120:1,0.46","128:1,0.38"
"2:7,0.83","7:1,0.76","12:8,0.69","20:2,0.72","24:6,0.87","28:3,0.85","36:6,0.75","38:4,0.64","42:2,0.68","45:7,0.53","56:3,0.56","63:8,0.49","67:5,0.63","70:5,0.69","77:9,0.52","88:7,0.6","90:8,0.73","94:9,0.51","97:9,0.77","100:7,0.52","114:6,0.41","120:4,0.45","123:3,0.63"
"2:6,0.83","7:7,0.31","12:4,0.35","20:9,0.82","24:9,0.71","28:1,0.8","36:7,0.44","38:3,0.63","42:2,0.55","45:3,0.66","56:6,0.86","63:1,0.57","67:8,0.55","70:8,0.47","77:6,0.84","88:3,0.36","90:9,0.41","94:1,0.31","97:9,0.52","100:4,0.89","114:9,0.47","120:8,0.82","125:2,0.82"
"2:2,0.62","7:6,0.62","12:6,0.89","20:4,0.37","24:6,0.49","28:1,0.52","36:2,0.43","38:8,0.66","42:9,0.9","45:6,0.55","56:6,0.46","63:8,0.52","67:8,0.57","70:5,0.59","77:4,0.32","88:7,0.48","90:8,0.49","94:1,0.45","97:5,0.31","100:4,0.39","114:5,0.51","120:3,0.84","128:4,0.87"
"2:9,0.61","7:4,0.82","12:3,0.34","20:1,0.57","24:2,0.72","28:5,0.45","36:3,0.61","38:4,0.55","42:9,0.46","45:5,0.89","56:5,0.73","63:6,0.38","67:7,0.69","70:9,0.48","77:9,0.66","86:2,0.59","90:6,0.79","94:4,0.85","97:6,0.66","100:4,0.56","114:5,0.7","120:9,0.33","123:6,0.34"
"2:4,0.39","7:1,0.43","12:3,0.64","20:1,0.88","24:9,0.33","28:8,0.83","36:1,0.6","38:7,0.44","42:6,0.76","45:9,0.45","56:5,0.74","63:4,0.79","67:1,0.63","70:9,0.52","77:3,0.63","86:5,0.5","90:1,0.89","94:5,0.44","97:1,0.67","100:8,0.35","114:3,0.46","120:4,0.84","125:5,0.71"
"2:5,0.56","7:3,0.68","12:8,0.73","20:4,0.69","24:7,0.5","28:8,0.45","36:2,0.4","38:5,0.7","42:9,0.75","45:5,0.67","56:1,0.34","63:1,0.52","67:6,0.87","70:1,0.67","77:5,0.73","86:2,0.64","90:3,0.7","94:9,0.54","97:2,0.39","100:8,0.34","114:1,0.85","120:9,0.56","128:9,0.62"
"2:4,0.9","7:7,0.7","12:6,0.71","20:7,0.42","24:7,0.59","28:5,0.47","36:1,0.54","38:6,0.79","42:9,0.32","45:5,0.64","56:7,0.56","63:3,0.48","66:4,0.85","71:7,0.71","79:1,0.62","88:7,0.32","90:5,0.84","94:8,0.67","97:3,0.53","100:7,0.35","114:5,0.37","120:7,0.88","123:8,0.87"
"2:7,0.57","7:3,0.56","12:5,0.69","20:8,0.4","24:7,0.72","28:5,0.78","36:7,0.61","38:7,0.81","42:6,0.88","45:3,0.32","56:1,0.32","63:3,0.84","66:7,0.51","71:2,0.6","79:5,0.46","88:9,0.31","90:2,0.51","94:4,0.54","97:4,0.86","100:1,0.78","114:8,0.55","120:6,0.46","125:6,0.79"
"2:4,0.86","7:6,0.57","12:8,0.5","20:5,0.55","24:8,0.37","28:8,0.57","36:3,0.45","38:1,0.77","42:5,0.49","45:7,0.49","56:3,0.47","63:5,0.4","66:9,0.7","71:7,0.38","79:3,0.31","88:1,0.76","90:5,0.66","94:1,0.42","97:4,0.55","100:1,0.61","114:6,0.34","120:6,0.39","128:4,0.42"
"2:4,0.72","7:3,0.76","12:5,0.48","20:6,0.78","24:1,0.77","28:7,0.85","36:2,0.59","38:1,0.88","42:5,0.87","45:5,0.31","56:8,0.67","63:5,0.83","66:8,0.54","71:5,0.33","79:2,0.52","86:8,0.78","90:1,0.64","94:6,0.58","97:3,0.77","100:2,0.65","114:1,0.4","120:6,0.74","123:2,0.48"
"2:2,0.83","7:4,0.78","12:9,0.32","20:5,0.78","24:4,0.48","28:2,0.57","36:6,0.36","38:8,0.32","42:7,0.64","45:4,0.48","56:1,0.74","63:5,0.65","66:5,0.31","71:2,0.52","79:7,0.86","86:9,0.8","90:3,0.76","94:3,0.84","97:8,0.9","100:2,0.59","114:1,0.6","120:2,0.8","125:4,0.41"
"2:4,0.58","7:6,0.76","12:7,0.32","20:8,0.34","24:6,0.82","28:9,0.58","36:4,0.41","38:6,0.6","42:1,0.69","45:6,0.46","56:4,0.88","63:2,0.35","66:8,0.79","71:6,0.31","79:8,0.87","86:9,0.71","90:6,0.64","94:7,0.38","97:3,0.68","100:3,0.31","114:6,0.52","120:7,0.58","128:8,0.84"
"2:7,0.7","7:9,0.36","12:3,0.44","20:2,0.73","24:1,0.52","28:8,0.5","36:9,0.73","38:8,0.75","42:8,0.78","45:6,0.65","56:1,0.59","63:6,0.51","66:2,0.54","71:2,0.83","77:4,0.5","88:5,0.55","90:1,0.7","94:1,0.43","97:7,0.51","100:7,0.81","114:4,0.36","120:6,0.69","123:1,0.58"
"2:9,0.49","7:1,0.69","12:5,0.89","20:4,0.69","24:1,0.83","28:3,0.34","36:8,0.72","38:1,0.54","42:9,0.65","45:6,0.57","56:8,0.38","63:9,0.56","66:1,0.34","71:6,0.64","77:9,0.46","88:2,0.42","90:9,0.51","94:7,0.87","97:1,0.77","100:9,0.56","114:3,0.43","120:2,0.69","125:6,0.41"
"2:2,0.32","7:3,0.72","12:7,0.43","20:1,0.66","24:9,0.57","28:6,0.64","36:2,0.7","38:1,0.88","42:1,0.52","45:9,0.31","56:4,0.52","63:7,0.51","66:7,0.64","71:6,0.31","77:7,0.76","88:6,0.82","90:2,0.56","94:4,0.75","97:2,0.72","100:6,0.9","114:9,0.51","120:7,0.35","128:5,0.73"
"2:2,0.8","7:2,0.7","12:9,0.42","20:1,0.79","24:2,0.89","28:5,0.47","36:1,0.5","38:1,0.58","42:7,0.31","45:8,0.83","56:5,0.58","63:4,0.43","66:1,0.44","71:4,0.86","77:4,0.61","86:9,0.47","90:7,0.86","94:5,0.83","97:4,0.69","100:4,0.72","114:1,0.37","120:5,0.49","123:2,0.32"
"2:6,0.32","7:1,0.52","12:7,0.37","20:1,0.82","24:4,0.62","28:6,0.85","36:5,0.49","38:8,0.48","42:3,0.38","45:1,0.52","56:4,0.69","63:2,0.81","66:7,0.75","71:9,0.38","77:1,0.42","86:1,0.58","90:4,0.73","94:2,0.41","97:8,0.82","100:4,0.41","114:6,0.86","120:1,0.46","125:4,0.77"
"2:7,0.36","7:5,0.81","12:6,0.59","20:7,0.52","24:6,0.59","28:7,0.76","36:3,0.76","38:3,0.33","42:5,0.6","45:2,0.55","56:8,0.47","63:2,0.49","66:1,0.55","71:7,0.45","77:6,0.51","86:7,0.45","90:5,0.54","94:2,0.56","97:9,0.82","100:1,0.67","114:6,0.78","120:6,0.36","128:4,0.6"
"2:7,0.54","7:2,0.77","12:4,0.59","20:9,0.68","24:2,0.63","28:2,0.44","36:6,0.63","38:5,0.73","42:4,0.31","45:6,0.52","56:5,0.89","63:5,0.84","66:4,0.53","70:8,0.88","79:5,0.55","88:5,0.37","90:5,0.87","94:1,0.53","97:9,0.3","100:1,0.61","114:9,0.6","120:7,0.44","123:6,0.62"
"2:7,0.35","7:4,0.56","12:8,0.71","20:2,0.62","24:5,0.67","28:7,0.73","36:8,0.53","38:4,0.57","42:1,0.35","45:5,0.82","56:3,0.4","63:3,0.82","66:9,0.69","70:1,0.86","79:2,0.44","88:7,0.65","90:2,0.73","94:3,0.58","97:2,0.6","100:7,0.35","114:1,0.52","120:3,0.82","125:1,0.68"
"2:1,0.34","7:5,0.65","12:5,0.78","20:5,0.78","24:5,0.63","28:2,0.69","36:3,0.7","38:8,0.37","42:8,0.4","45:1,0.51","56:2,0.32","63:7,0.84","66:3,0.77","70:8,0.58","79:5,0.36","88:9,0.63","90:9,0.81","94:6,0.78","97:4,0.31","100:7,0.36","114:3,0.69","120:6,0.37","128:6,0.41"
"2:6,0.55","7:1,0.8","12:2,0.37","20:2,0.52","24:4,0.83","28:3,0.36","36:1,0.52","38:8,0.43","42:6,0.54","45:9,0.39","56:6,0.75","63:5,0.71","66:1,0.75","70:4,0.39","79:6,0.63","86:1,0.62","90:9,0.75","94:4,0.33","97:7,0.39","100:6,0.34","114:3,0.82","120:2,0.7","123:3,0.44"
"2:7,0.87","7:5,0.65","12:4,0.67","20:4,0.88","24:1,0.65","28:2,0.59","36:9,0.76","38:2,0.66","42:2,0.82","45:8,0.42","56:8,0.71","63:2,0.64","66:4,0.47","70:4,0.31","79:8,0.53","86:3,0.49","90:4,0.67","94:9,0.36","97:5,0.41","100:4,0.36","114:1,0.43","120:4,0.84","125:2,0.56"
"2:2,0.75","7:6,0.51","12:2,0.45","20:3,0.69","24:2,0.85","28:4,0.47","36:1,0.63","38:8,0.32","42:9,0.83","45:4,0.7","56:1,0.34","63:9,0.53","66:7,0.76","70:3,0.32","79:7,0.85","86:7,0.35","90:8,0.49","94:9,0.68","97:9,0.42","100:9,0.63","114:4,0.33","120:4,0.85","128:9,0.63"
"2:3,0.65","7:2,0.47","12:7,0.53","20:6,0.41","24:3,0.57","28:2,0.77","36:3,0.79","38:3,0.89","42:2,0.6","45:6,0.85","56:7,0.64","63:6,0.88","66:7,0.82","70:4,0.66","77:6,0.78","88:5,0.5","90:5,0.83","94:6,0.57","97:6,0.63","100:7,0.65","114:9,0.65","120:3,0.47","123:2,0.73"
"2:1,0.42","7:2,0.75","12:3,0.57","20:6,0.86","24:1,0.5","28:8,0.31","36:9,0.72","38:6,0.56","42:4,0.5","45:8,0.44","56:7,0.5","63:4,0.44","66:7,0.73","70:6,0.49","77:8,0.58","88:2,0.38","90:8,0.59","94:6,0.87","97:2,0.31","100:8,0.82","114:9,0.4","120:2,0.77","125:7,0.66"
"2:1,0.64","7:9,0.79","12:2,0.64","20:5,0.33","24:3,0.32","28:6,0.77","36:4,0.72","38:1,0.44","42:8,0.89","45:2,0.76","56:7,0.64","63:9,0.72","66:4,0.87","70:3,0.79","77:4,0.55","88:9,0.59","90:6,0.88","94:1,0.64","97:3,0.56","100:8,0.45","114:2,0.68","120:1,0.9","128:3,0.78"
"2:4,0.34","7:1,0.6","12:4,0.59","20:1,0.69","24:2,0.45","28:8,0.61","36:4,0.77","38:5,0.73","42:3,0.69","45:6,0.45","56:7,0.39","63:4,0.55","66:8,0.63","70:3,0.87","77:9,0.64","86:6,0.5","90:5,0.58","94:3,0.48","97:5,0.72","100:1,0.37","114:9,0.88","120:7,0.45","123:9,0.74"
"2:8,0.62","7:8,0.76","12:1,0.68","20:1,0.9","24:9,0.73","28:8,0.52","36:9,0.71","38:5,0.66","42:8,0.43","45:8,0.53","56:9,0.66","63:6,0.55","66:4,0.79","70:7,0.63","77:2,0.57","86:8,0.36","90:3,0.33","94:1,0.54","97:7,0.39","100:3,0.45","114:6,0.71","120:4,0.82","125:6,0.48"
