"2:7,0.59","3:5,0.42","5:8,0.62","7:9,0.44","9:9,0.35","12:6,0.34","13:3,0.65","16:1,0.73","17:8,0.85","19:3,0.39","22:1,0.56","23:3,0.6","25:8,0.53","28:9,0.73","29:7,0.72","31:5,0.38","34:5,0.85","36:1,0.64","38:6,0.57","40:2,0.57","42:1,0.75","44:4,0.46","46:7,0.6","48:7,0.64","50:1,0.74","52:9,0.55","55:4,0.46","57:6,0.79","58:6,0.41","60:7,0.47","62:5,0.76","64:1,0.41","66:2,0.31","69:5,0.83","70:2,0.61","72:8,0.73","75:6,0.86"
"2:7,0.57","3:4,0.34","5:9,0.61","7:9,0.64","9:9,0.87","11:1,0.5","13:1,0.63","15:6,0.63","17:8,0.63","19:6,0.79","22:7,0.73","23:4,0.52","25:6,0.84","28:1,0.59","29:4,0.38","31:6,0.32","34:6,0.51","37:2,0.62","38:8,0.44","40:8,0.57","42:6,0.48","44:7,0.71","46:6,0.39","48:1,0.51","50:7,0.87","52:1,0.48","55:6,0.89","56:4,0.53","58:4,0.72","60:4,0.69","62:2,0.69","64:7,0.81","66:5,0.76","68:5,0.58","70:3,0.73","72:1,0.89","75:8,0.58"
"2:8,0.46","3:2,0.73","5:9,0.37","8:5,0.73","9:3,0.82","12:3,0.75","13:1,0.86","16:6,0.86","18:3,0.86","20:9,0.44","22:3,0.81","23:5,0.67","25:7,0.75","28:3,0.61","29:8,0.38","31:3,0.88","34:9,0.48","36:2,0.41","38:6,0.39","40:8,0.83","42:8,0.47","44:8,0.66","46:7,0.8","48:5,0.49","51:2,0.59","52:6,0.37","55:3,0.47","56:8,0.71","58:8,0.83","60:4,0.41","62:2,0.6","64:8,0.33","66:2,0.83","68:7,0.74","71:7,0.57","72:7,0.44","75:5,0.74"
"2:9,0.54","3:4,0.5","5:6,0.41","7:5,0.52","10:7,0.4","12:9,0.79","13:5,0.52","16:4,0.78","18:9,0.65","20:8,0.77","22:6,0.54","23:9,0.42","25:3,0.45","28:5,0.33","29:9,0.54","31:4,0.56","34:4,0.69","36:2,0.58","38:8,0.56","40:4,0.75","42:7,0.89","44:8,0.51","46:6,0.83","48:1,0.42","51:6,0.74","52:3,0.88","55:1,0.8","56:4,0.46","58:3,0.52","60:1,0.35","62:4,0.53","64:4,0.37","66:8,0.78","68:4,0.33","71:8,0.77","72:8,0.58","75:2,0.85"
"2:7,0.33","3:7,0.54","5:1,0.47","7:2,0.53","10:5,0.63","12:9,0.33","13:2,0.79","16:5,0.88","18:8,0.49","20:3,0.89","22:6,0.44","23:3,0.86","25:3,0.55","28:8,0.79","29:2,0.68","31:2,0.71","34:8,0.4","36:4,0.34","38:8,0.65","40:1,0.6","42:5,0.77","44:5,0.46","46:5,0.54","48:4,0.41","50:5,0.43","52:7,0.89","55:3,0.68","56:4,0.4","58:8,0.58","60:2,0.44","62:3,0.77","64:1,0.56","66:2,0.63","69:2,0.46","71:7,0.74","72:8,0.89","75:9,0.65"
"2:8,0.47","3:9,0.52","5:3,0.46","7:3,0.74","9:5,0.38","12:9,0.8","13:9,0.47","16:5,0.81","18:1,0.9","20:4,0.38","22:9,0.69","23:6,0.84","25:9,0.67","28:8,0.86","29:7,0.84","31:3,0.83","34:6,0.38","36:1,0.41","38:2,0.36","40:7,0.84","42:9,0.64","44:2,0.49","47:4,0.48","48:7,0.49","50:5,0.46","52:4,0.71","55:8,0.61","56:3,0.77","58:3,0.52","60:6,0.34","62:9,0.7","64:8,0.39","66:4,0.7","69:9,0.71","71:3,0.84","72:9,0.47","75:3,0.37"
"2:4,0.51","3:2,0.59","5:2,0.86","7:8,0.66","10:4,0.34","12:6,0.57","13:9,0.77","16:9,0.52","18:9,0.72","20:8,0.31","22:7,0.61","23:6,0.36","25:7,0.47","28:7,0.42","29:4,0.34","31:4,0.85","34:2,0.79","36:5,0.49","38:9,0.89","40:9,0.61","42:7,0.53","44:6,0.32","47:5,0.32","48:1,0.58","50:6,0.45","52:8,0.45","55:5,0.83","56:3,0.79","58:4,0.45","60:3,0.82","62:6,0.33","64:2,0.47","66:2,0.69","69:3,0.71","71:8,0.66","72:9,0.89","75:3,0.71"
"2:8,0.36","3:3,0.56","5:1,0.74","7:1,0.63","9:4,0.48","12:6,0.79","13:3,0.87","16:6,0.47","18:2,0.54","20:9,0.45","22:4,0.35","23:6,0.83","25:5,0.74","28:2,0.77","29:5,0.32","31:8,0.62","34:1,0.79","36:1,0.81","38:1,0.69","40:3,0.66","42:5,0.81","44:1,0.78","46:7,0.65","48:7,0.78","50:6,0.9","52:5,0.55","55:5,0.62","56:3,0.61","58:9,0.65","60:2,0.34","62:6,0.49","64:5,0.84","66:8,0.67","68:4,0.74","70:5,0.39","72:6,0.78","75:4,0.36"
"2:7,0.65","3:3,0.73","5:5,0.85","7:6,0.75","9:3,0.58","12:1,0.86","13:8,0.78","16:7,0.46","18:5,0.42","20:6,0.7","22:9,0.45","23:8,0.66","25:8,0.59","28:5,0.48","29:1,0.59","31:2,0.55","34:5,0.42","36:1,0.51","38:4,0.87","40:5,0.41","42:7,0.79","44:7,0.5","46:9,0.82","48:1,0.79","50:1,0.52","52:5,0.33","55:1,0.5","56:5,0.7","58:5,0.41","60:9,0.62","62:9,0.46","64:5,0.68","66:4,0.7","68:9,0.81","71:1,0.36","72:2,0.5","75:8,0.48"
"2:6,0.64","3:2,0.32","5:5,0.3","7:4,0.79","9:3,0.44","12:1,0.62","13:5,0.77","16:4,0.58","18:2,0.54","20:9,0.58","22:4,0.88","23:6,0.7","25:8,0.64","28:6,0.52","29:3,0.37","31:2,0.79","34:3,0.48","36:3,0.73","38:3,0.7","40:3,0.32","42:1,0.4","44:8,0.34","47:6,0.75","48:9,0.3","50:8,0.4","52:9,0.8","55:6,0.81","56:7,0.63","58:6,0.48","60:9,0.65","62:5,0.64","64:1,0.84","66:9,0.69","68:1,0.88","71:9,0.54","72:4,0.7","75:6,0.51"
"2:7,0.41","3:7,0.41","5:4,0.9","8:2,0.64","10:1,0.44","12:5,0.31","13:1,0.6","16:3,0.35","18:5,0.76","20:5,0.73","22:4,0.43","23:2,0.69","25:4,0.68","28:8,0.48","29:9,0.76","31:2,0.31","34:2,0.61","36:1,0.78","39:4,0.41","40:1,0.73","42:4,0.67","44:4,0.71","46:4,0.45","48:7,0.84","51:1,0.85","52:7,0.4","55:8,0.61","56:7,0.56","58:3,0.75","60:1,0.83","62:4,0.45","64:8,0.38","66:6,0.86","69:5,0.82","71:3,0.58","72:4,0.38","75:2,0.56"
"2:4,0.7","3:7,0.64","5:5,0.55","8:2,0.8","9:4,0.67","12:8,0.62","13:8,0.4","16:1,0.64","18:2,0.66","20:9,0.49","22:9,0.51","23:4,0.82","25:7,0.34","28:7,0.89","29:3,0.45","31:6,0.42","34:5,0.66","36:7,0.42","39:2,0.39","40:4,0.54","42:2,0.58","44:5,0.44","46:9,0.44","48:9,0.71","51:5,0.33","52:3,0.73","55:9,0.38","56:5,0.8","58:4,0.89","60:8,0.42","62:2,0.7","64:6,0.33","66:6,0.41","68:9,0.54","71:9,0.78","72:3,0.71","75:2,0.36"
"2:3,0.63","3:6,0.8","5:5,0.77","7:2,0.81","9:4,0.5","11:8,0.62","13:5,0.59","15:7,0.65","17:3,0.86","19:8,0.84","22:5,0.4","23:5,0.66","25:9,0.82","28:2,0.82","29:4,0.31","31:2,0.74","34:2,0.5","37:8,0.49","38:9,0.38","40:3,0.52","42:8,0.52","44:3,0.55","46:7,0.35","49:7,0.38","50:6,0.8","52:6,0.49","55:6,0.86","56:7,0.48","58:9,0.53","60:1,0.55","62:4,0.36","64:9,0.76","66:9,0.88","68:1,0.56","70:2,0.79","72:5,0.77","75:2,0.76"
"2:3,0.83","3:3,0.68","5:5,0.71","8:9,0.72","9:9,0.63","12:9,0.65","14:3,0.86","16:8,0.73","17:8,0.78","19:6,0.37","22:1,0.62","23:1,0.44","25:3,0.71","28:3,0.52","29:4,0.75","31:7,0.89","34:5,0.61","36:2,0.79","38:1,0.57","40:5,0.7","42:5,0.78","44:1,0.55","46:1,0.33","48:5,0.42","51:4,0.39","52:7,0.63","55:4,0.7","56:9,0.65","58:6,0.8","60:7,0.68","62:4,0.66","64:5,0.7","66:6,0.6","69:5,0.66","70:6,0.72","72:5,0.71","75:6,0.64"
"2:9,0.83","3:8,0.31","5:1,0.57","7:2,0.55","10:4,0.73","11:2,0.87","14:5,0.49","15:9,0.7","17:8,0.85","19:7,0.71","22:6,0.61","23:1,0.32","25:2,0.68","28:3,0.31","29:1,0.55","31:2,0.5","34:2,0.4","36:9,0.75","38:5,0.58","40:2,0.81","42:3,0.63","44:7,0.81","46:9,0.74","48:8,0.32","51:5,0.84","52:3,0.79","55:7,0.73","56:3,0.71","58:5,0.52","60:7,0.44","62:9,0.45","64:4,0.48","66:3,0.64","68:3,0.63","70:8,0.54","72:2,0.65","75:3,0.78"
"2:8,0.44","3:8,0.32","5:5,0.42","7:9,0.45","9:7,0.49","12:3,0.62","14:5,0.66","16:6,0.3","17:2,0.49","19:3,0.49","22:2,0.74","23:2,0.6","25:8,0.83","28:6,0.59","29:5,0.87","31:6,0.4","34:7,0.43","36:2,0.85","38:3,0.58","40:7,0.83","42:3,0.79","44:1,0.82","46:6,0.8","48:4,0.33","51:6,0.48","52:4,0.58","55:8,0.61","56:2,0.89","58:8,0.84","60:8,0.65","62:1,0.45","64:2,0.68","66:4,0.38","68:3,0.68","70:1,0.43","72:6,0.86","75:2,0.71"
"2:5,0.53","3:9,0.53","5:4,0.49","8:8,0.85","9:3,0.48","12:8,0.74","14:1,0.64","16:2,0.89","17:8,0.39","19:9,0.78","22:2,0.41","23:4,0.64","25:3,0.85","28:7,0.54","29:4,0.69","31:3,0.52","34:5,0.84","36:5,0.37","38:1,0.84","40:1,0.79","42:5,0.79","44:5,0.84","46:7,0.89","48:7,0.6","51:7,0.45","52:9,0.48","55:7,0.5","56:8,0.57","58:2,0.42","60:3,0.85","62:4,0.32","64:7,0.65","66:3,0.33","68:9,0.51","70:7,0.66","72:9,0.35","75:4,0.44"
"2:7,0.53","3:4,0.54","5:6,0.5","7:5,0.79","10:4,0.36","12:2,0.73","14:8,0.54","16:8,0.81","18:2,0.82","20:8,0.85","22:9,0.68","23:2,0.81","25:2,0.63","28:1,0.33","29:6,0.55","31:1,0.49","34:3,0.77","36:6,0.5","38:3,0.77","40:2,0.56","42:8,0.87","44:7,0.4","46:7,0.72","48:4,0.42","51:7,0.78","52:3,0.85","55:9,0.65","56:5,0.73","58:9,0.59","60:9,0.75","62:6,0.74","64:8,0.36","66:6,0.46","68:8,0.55","70:8,0.85","72:4,0.61","75:9,0.55"
"2:3,0.56","3:6,0.36","5:5,0.61","7:8,0.3","9:7,0.46","11:2,0.88","14:7,0.8","15:5,0.74","18:6,0.55","20:5,0.64","22:2,0.46","23:4,0.51","25:4,0.65","28:1,0.57","29:9,0.34","31:2,0.85","34:1,0.78","36:6,0.34","38:5,0.4","40:7,0.35","42:9,0.71","44:6,0.66","46:6,0.68","48:9,0.64","50:5,0.68","52:5,0.8","55:4,0.55","57:5,0.36","58:8,0.82","60:9,0.83","62:5,0.87","64:2,0.7","66:7,0.34","69:7,0.31","70:6,0.31","72:3,0.78","75:2,0.5"
"2:6,0.39","3:2,0.37","5:6,0.77","7:8,0.88","9:9,0.43","12:4,0.3","14:6,0.9","15:7,0.63","18:9,0.32","20:1,0.34","22:2,0.6","23:8,0.37","25:8,0.86","28:6,0.64","29:5,0.65","31:9,0.31","34:1,0.87","36:6,0.63","38:4,0.43","40:9,0.34","42:9,0.53","44:5,0.3","46:7,0.39","48:9,0.78","50:2,0.47","52:1,0.46","55:5,0.7","57:4,0.36","58:1,0.67","60:1,0.84","62:3,0.7","64:8,0.62","66:5,0.61","69:4,0.41","70:7,0.52","72:5,0.62","75:5,0.73"
"2:7,0.35","3:4,0.81","5:4,0.64","7:6,0.64","9:9,0.41","12:3,0.7","14:6,0.88","15:1,0.39","18:5,0.87","20:4,0.69","22:7,0.83","23:1,0.44","25:4,0.72","28:6,0.8","29:6,0.88","31:7,0.4","34:3,0.49","36:4,0.5","38:7,0.69","40:4,0.81","42:3,0.85","44:8,0.86","46:7,0.85","48:2,0.59","50:6,0.62","52:4,0.65","55:6,0.73","56:7,0.33","58:5,0.61","60:4,0.82","62:2,0.72","64:5,0.62","66:2,0.87","68:9,0.31","70:7,0.82","72:2,0.42","75:2,0.35"
"2:1,0.53","3:7,0.32","5:7,0.39","7:8,0.7","9:2,0.41","12:3,0.71","14:1,0.49","16:4,0.3","18:1,0.6","20:9,0.78","22:3,0.38","23:4,0.66","25:1,0.49","28:8,0.7","29:5,0.55","31:5,0.54","34:8,0.56","36:6,0.31","38:1,0.61","40:6,0.34","42:2,0.89","44:4,0.42","46:4,0.34","48:9,0.58","50:4,0.43","52:1,0.38","55:5,0.45","56:2,0.81","58:9,0.78","60:8,0.59","62:1,0.61","64:5,0.59","66:2,0.4","68:5,0.83","70:4,0.46","72:3,0.61","75:4,0.41"
"2:5,0.42","3:2,0.55","5:2,0.88","7:1,0.5","9:4,0.69","11:2,0.79","13:2,0.71","16:1,0.5","18:2,0.44","20:6,0.32","22:8,0.84","23:6,0.7","25:6,0.87","27:1,0.67","29:4,0.72","31:6,0.42","34:2,0.62","36:3,0.31","38:7,0.89","40:6,0.65","42:7,0.86","44:7,0.87","47:6,0.8","48:1,0.45","50:9,0.62","52:8,0.52","54:7,0.44","56:4,0.34","58:6,0.49","60:2,0.4","62:3,0.49","64:2,0.41","66:2,0.84","69:9,0.48","71:9,0.54","72:8,0.88","75:7,0.69"
"2:5,0.73","3:4,0.75","5:7,0.31","7:6,0.57","9:5,0.72","12:4,0.76","13:5,0.88","16:4,0.79","18:4,0.85","20:4,0.74","22:3,0.8","23:2,0.44","25:2,0.4","27:6,0.33","29:6,0.54","31:9,0.64","34:3,0.37","36:5,0.71","38:7,0.66","40:8,0.38","42:8,0.71","44:3,0.76","47:8,0.58","48:6,0.32","50:2,0.56","52:1,0.64","54:6,0.67","56:2,0.73","58:2,0.64","60:7,0.38","62:2,0.78","64:6,0.34","66:6,0.33","69:9,0.8","71:5,0.37","72:6,0.82","75:5,0.87"
"2:9,0.43","3:5,0.83","5:2,0.6","7:8,0.5","9:4,0.39","11:3,0.77","13:6,0.37","16:7,0.87","18:5,0.36","20:9,0.42","22:4,0.63","23:9,0.75","25:3,0.58","27:2,0.44","29:6,0.87","31:1,0.59","35:7,0.65","36:8,0.82","38:6,0.74","40:3,0.64","42:5,0.72","44:7,0.53","47:2,0.59","48:2,0.7","50:9,0.41","52:2,0.71","54:8,0.6","56:8,0.44","58:1,0.32","60:1,0.78","62:6,0.36","64:6,0.72","66:8,0.71","69:4,0.88","71:5,0.41","72:3,0.34","75:4,0.77"
"2:4,0.59","3:1,0.41","5:8,0.76","8:2,0.88","9:8,0.5","11:8,0.68","13:1,0.83","16:8,0.76","18:4,0.37","20:6,0.34","22:2,0.72","23:9,0.72","25:5,0.71","27:2,0.67","29:1,0.84","31:4,0.65","34:5,0.7","36:7,0.89","39:1,0.37","40:7,0.52","42:6,0.84","44:3,0.55","46:6,0.5","48:6,0.86","51:5,0.64","52:8,0.64","54:7,0.56","56:1,0.47","58:3,0.88","60:2,0.71","62:1,0.6","64:3,0.82","66:5,0.71","68:3,0.61","71:1,0.61","72:9,0.72","75:3,0.64"
"2:2,0.52","3:1,0.34","5:5,0.7","7:7,0.44","10:5,0.53","11:8,0.39","13:9,0.72","16:6,0.82","18:6,0.84","20:7,0.62","22:5,0.78","23:5,0.68","25:1,0.36","27:5,0.38","29:9,0.35","31:2,0.66","34:4,0.33","36:3,0.66","39:9,0.36","40:8,0.74","42:5,0.42","44:5,0.43","46:6,0.31","48:4,0.8","51:3,0.56","52:3,0.62","54:3,0.45","56:9,0.47","58:3,0.43","60:5,0.47","62:8,0.49","64:4,0.5","66:2,0.5","68:8,0.65","71:5,0.59","72:7,0.75","75:6,0.39"
"2:3,0.6","3:9,0.52","5:2,0.75","8:7,0.76","9:4,0.3","12:2,0.37","13:9,0.8","16:6,0.56","18:3,0.56","20:3,0.73","22:9,0.57","23:7,0.67","25:9,0.65","27:5,0.51","29:7,0.33","31:2,0.87","34:2,0.87","36:5,0.42","39:4,0.73","40:3,0.85","42:9,0.56","44:2,0.88","46:8,0.59","48:8,0.82","51:8,0.68","52:7,0.64","54:2,0.42","56:3,0.7","58:2,0.74","60:2,0.44","62:1,0.45","64:3,0.64","66:2,0.8","68:5,0.54","71:8,0.51","72:5,0.56","75:2,0.31"
"2:7,0.34","3:3,0.49","5:1,0.68","7:6,0.84","10:9,0.82","12:9,0.72","13:2,0.58","16:1,0.57","18:3,0.34","20:3,0.62","22:4,0.83","23:3,0.88","25:3,0.43","27:8,0.33","29:7,0.43","31:6,0.84","34:1,0.46","36:1,0.39","39:7,0.51","40:3,0.5","42:6,0.59","44:8,0.71","46:5,0.52","48:7,0.9","51:1,0.7","52:5,0.41","54:2,0.32","56:1,0.41","58:9,0.47","60:6,0.81","62:4,0.37","64:8,0.9","66:7,0.47","68:6,0.89","71:9,0.79","72:8,0.3","75:5,0.45"
"2:4,0.69","3:8,0.5","5:8,0.73","7:3,0.49","9:1,0.87","12:4,0.81","13:3,0.69","16:3,0.43","18:5,0.35","20:2,0.37","22:5,0.48","23:5,0.4","25:7,0.39","27:8,0.59","29:6,0.32","31:6,0.54","34:9,0.79","36:6,0.74","39:2,0.47","40:6,0.48","42:2,0.35","44:8,0.35","46:2,0.45","48:2,0.5","50:7,0.55","52:1,0.68","54:7,0.7","56:5,0.62","58:2,0.85","60:9,0.64","62:1,0.84","64:5,0.76","66:9,0.64","69:6,0.3","71:1,0.63","72:5,0.66","75:5,0.53"
"2:7,0.61","3:3,0.72","5:7,0.37","7:4,0.62","9:5,0.58","12:8,0.8","13:9,0.54","16:4,0.69","18:2,0.63","20:1,0.3","22:7,0.87","23:8,0.44","25:8,0.68","27:4,0.8","29:9,0.55","31:6,0.49","35:1,0.75","36:5,0.81","39:4,0.49","40:9,0.53","42:5,0.85","44:7,0.3","46:2,0.67","48:8,0.56","50:9,0.8","52:7,0.39","54:4,0.43","56:6,0.68","58:6,0.87","60:4,0.86","62:4,0.34","64:5,0.55","66:2,0.36","69:2,0.53","71:3,0.49","72:5,0.4","75:3,0.79"
"2:7,0.51","3:1,0.34","5:3,0.79","7:2,0.81","9:8,0.77","11:4,0.75","14:9,0.59","15:1,0.67","18:9,0.67","20:1,0.33","22:9,0.61","23:9,0.42","25:2,0.62","27:4,0.68","29:3,0.6","31:8,0.36","34:5,0.63","36:6,0.85","39:2,0.53","40:6,0.57","42:2,0.59","44:1,0.31","46:4,0.9","48:9,0.36","50:3,0.75","52:6,0.81","54:1,0.69","56:3,0.59","58:8,0.87","60:5,0.42","62:2,0.63","64:5,0.68","66:8,0.33","69:4,0.74","71:3,0.63","72:5,0.71","75:6,0.76"
"2:5,0.49","3:5,0.55","5:5,0.52","7:7,0.88","9:3,0.37","12:8,0.71","14:6,0.73","15:7,0.79","18:9,0.39","20:2,0.35","22:2,0.73","23:5,0.7","25:5,0.76","27:4,0.31","29:9,0.42","31:9,0.49","34:7,0.62","36:6,0.84","39:3,0.44","40:8,0.86","42:2,0.32","44:4,0.72","46:4,0.86","48:1,0.88","50:2,0.4","52:5,0.75","54:3,0.41","56:5,0.48","58:2,0.55","60:6,0.33","62:5,0.45","64:1,0.51","66:5,0.42","69:3,0.57","71:4,0.53","72:3,0.61","75:1,0.71"
"2:1,0.9","3:8,0.86","5:5,0.39","7:3,0.76","9:6,0.36","12:4,0.3","14:7,0.39","15:4,0.36","18:1,0.31","20:4,0.48","22:5,0.49","23:1,0.4","25:4,0.65","27:1,0.42","29:9,0.84","31:4,0.74","34:2,0.79","36:4,0.67","39:9,0.45","40:7,0.56","42:5,0.85","44:8,0.8","46:1,0.76","48:7,0.85","50:1,0.67","52:2,0.32","54:8,0.41","56:9,0.51","58:8,0.46","60:1,0.47","63:4,0.6","64:3,0.32","66:3,0.34","69:7,0.45","71:7,0.37","72:9,0.6","75:6,0.57"
"2:4,0.77","3:3,0.58","6:2,0.54","7:3,0.82","9:9,0.79","11:1,0.44","13:9,0.55","15:3,0.67","17:6,0.84","19:5,0.5","22:9,0.64","23:6,0.86","25:2,0.65","27:3,0.44","29:6,0.64","31:7,0.64","35:6,0.41","36:3,0.45","38:7,0.6","40:4,0.53","42:4,0.75","44:5,0.37","46:9,0.72","48:8,0.46","50:9,0.76","52:4,0.35","55:7,0.57","56:6,0.79","58:8,0.61","60:8,0.84","62:3,0.77","64:6,0.65","66:7,0.9","68:2,0.66","70:9,0.54","72:2,0.52","75:5,0.61"
"2:2,0.51","3:6,0.82","6:3,0.82","7:4,0.49","9:8,0.31","11:9,0.47","13:3,0.77","15:6,0.5","17:4,0.86","19:3,0.74","22:9,0.4","23:8,0.83","25:9,0.71","27:7,0.3","29:4,0.6","31:3,0.77","34:4,0.73","36:9,0.76","39:5,0.65","40:6,0.8","42:7,0.81","44:2,0.5","46:2,0.62","48:1,0.83","51:3,0.45","52:7,0.47","55:8,0.83","56:3,0.45","58:3,0.63","60:2,0.89","62:5,0.75","64:6,0.86","66:1,0.61","68:5,0.76","71:9,0.81","72:3,0.79","75:3,0.78"
"2:3,0.4","3:8,0.81","6:8,0.59","7:5,0.37","9:7,0.35","11:1,0.71","13:8,0.64","15:9,0.4","17:3,0.37","19:4,0.81","22:4,0.61","23:3,0.73","25:1,0.74","27:8,0.7","29:7,0.75","31:9,0.61","34:4,0.56","36:6,0.51","39:1,0.67","40:7,0.36","42:2,0.62","44:3,0.56","46:9,0.31","48:1,0.61","50:9,0.49","52:1,0.41","55:9,0.63","56:3,0.68","58:2,0.54","60:6,0.88","62:1,0.57","64:8,0.69","66:3,0.81","68:8,0.42","71:5,0.34","72:1,0.34","75:5,0.46"
"2:9,0.58","3:1,0.34","5:7,0.71","8:1,0.76","9:5,0.47","11:7,0.4","13:4,0.86","16:5,0.87","18:3,0.85","20:4,0.33","22:2,0.73","23:3,0.46","25:5,0.62","27:6,0.89","29:4,0.88","31:6,0.71","34:6,0.43","36:9,0.8","38:4,0.47","40:7,0.66","42:8,0.61","44:6,0.81","46:2,0.56","48:7,0.39","51:7,0.67","52:6,0.5","55:6,0.31","56:1,0.78","58:8,0.81","60:1,0.78","62:7,0.44","64:8,0.85","66:1,0.45","68:1,0.76","71:8,0.76","72:2,0.74","75:1,0.67"
"2:9,0.8","3:8,0.61","5:4,0.52","7:9,0.64","10:2,0.88","11:9,0.45","13:9,0.55","16:5,0.69","18:5,0.59","20:5,0.81","22:1,0.54","23:6,0.54","25:2,0.87","27:2,0.87","29:6,0.77","31:2,0.73","34:7,0.82","36:8,0.47","38:6,0.87","40:2,0.39","42:5,0.49","44:4,0.34","46:6,0.88","48:1,0.86","51:9,0.9","52:7,0.38","55:7,0.41","56:3,0.72","58:5,0.38","60:6,0.6","62:8,0.82","64:1,0.82","66:2,0.5","68:4,0.61","71:6,0.76","72:2,0.48","75:8,0.5"
"2:9,0.44","3:6,0.67","5:7,0.51","7:1,0.79","9:1,0.87","11:7,0.48","13:6,0.37","16:9,0.74","18:7,0.72","20:4,0.56","22:4,0.57","23:9,0.46","25:4,0.58","27:1,0.78","29:9,0.72","31:7,0.87","34:1,0.78","36:2,0.31","38:2,0.46","40:8,0.86","42:6,0.73","44:5,0.67","46:5,0.89","48:8,0.35","50:2,0.31","52:4,0.5","55:4,0.32","56:4,0.81","58:5,0.62","60:8,0.38","62:9,0.88","64:1,0.32","66:8,0.43","69:5,0.4","71:7,0.35","72:6,0.51","75:8,0.34"
"2:9,0.81","3:9,0.49","5:5,0.41","7:8,0.36","9:6,0.36","12:9,0.61","13:5,0.48","16:7,0.48","18:3,0.78","20:5,0.63","22:5,0.8","23:7,0.77","25:9,0.68","27:5,0.57","29:7,0.49","31:7,0.74","34:4,0.36","36:1,0.53","38:2,0.44","40:1,0.67","42:7,0.31","44:7,0.72","46:1,0.44","48:3,0.9","50:7,0.8","52:2,0.44","55:3,0.42","56:5,0.77","58:4,0.39","60:5,0.8","62:7,0.4","64:6,0.37","66:6,0.78","69:7,0.83","70:4,0.79","72:2,0.45","75:5,0.38"
"2:9,0.81","3:5,0.71","5:7,0.87","7:9,0.65","9:6,0.54","12:8,0.81","13:3,0.54","16:5,0.59","18:3,0.5","20:1,0.63","22:4,0.86","23:2,0.58","25:2,0.56","27:7,0.69","29:8,0.53","31:7,0.81","34:3,0.85","36:6,0.32","38:6,0.51","40:4,0.53","42:4,0.78","44:9,0.68","46:9,0.72","48:3,0.67","50:7,0.39","52:9,0.74","55:7,0.88","56:2,0.85","58:4,0.52","60:8,0.76","62:1,0.57","64:4,0.35","66:9,0.63","69:6,0.81","71:1,0.63","72:3,0.35","75:9,0.6"
"2:9,0.84","3:3,0.34","5:4,0.68","7:3,0.65","9:1,0.79","11:4,0.46","13:9,0.47","16:9,0.42","18:7,0.9","20:5,0.64","22:5,0.78","23:6,0.63","25:7,0.7","27:2,0.83","29:8,0.59","31:6,0.62","35:1,0.46","36:5,0.89","38:9,0.43","40:4,0.41","42:4,0.35","44:2,0.43","46:5,0.57","48:1,0.42","50:2,0.83","52:7,0.45","55:9,0.7","56:1,0.61","58:3,0.36","60:8,0.39","62:2,0.62","64:8,0.86","66:6,0.62","69:1,0.35","71:4,0.46","72:6,0.3","75:1,0.33"
"2:7,0.54","3:1,0.81","5:8,0.66","7:3,0.74","9:8,0.49","12:4,0.4","13:8,0.35","16:7,0.39","18:5,0.58","20:1,0.77","22:6,0.6","23:3,0.6","25:9,0.76","27:5,0.35","29:6,0.88","31:6,0.52","35:2,0.81","36:3,0.36","38:7,0.77","40:9,0.7","42:3,0.46","44:8,0.64","46:1,0.83","48:3,0.37","50:6,0.53","52:1,0.41","55:6,0.64","56:4,0.53","58:3,0.45","60:4,0.55","62:3,0.32","64:6,0.54","66:8,0.46","69:7,0.69","71:3,0.44","72:6,0.89","75:2,0.72"
"2:9,0.4","3:2,0.34","5:7,0.77","7:7,0.69","9:9,0.75","12:2,0.59","13:3,0.73","16:7,0.46","18:7,0.37","20:3,0.63","22:5,0.88","23:5,0.87","25:5,0.36","27:9,0.67","29:9,0.36","31:1,0.69","34:6,0.37","36:5,0.7","38:5,0.31","40:1,0.39","42:2,0.42","44:3,0.78","47:5,0.54","48:3,0.53","50:6,0.45","52:6,0.66","55:2,0.77","56:8,0.56","58:5,0.78","60:8,0.76","62:9,0.38","64:4,0.34","66:9,0.58","69:2,0.62","71:5,0.87","72:4,0.35","75:5,0.45"
"2:1,0.41","3:3,0.88","5:8,0.87","7:4,0.79","9:8,0.38","12:8,0.32","13:1,0.81","16:6,0.83","18:1,0.43","20:9,0.54","22:5,0.72","23:1,0.73","25:2,0.65","27:8,0.76","29:9,0.85","31:7,0.8","34:7,0.85","36:7,0.48","38:8,0.33","40:2,0.33","42:5,0.35","44:6,0.82","46:1,0.82","48:5,0.81","50:5,0.63","52:2,0.45","55:7,0.87","56:8,0.86","58:2,0.6","60:5,0.62","62:4,0.39","64:4,0.82","66:2,0.89","68:3,0.42","70:7,0.81","72:5,0.32","75:7,0.3"
